text_fi,text_sv
Jatkuvuus,Fortlöpande användning
Viranomaisen uusi linjaus korkeimman hallinto-oikeuden päätöksen antamisen jälkeen,Myndighets omprövning av sin ståndpunkt efter beslut av högsta förvaltningsdomstolen
Lainkäyttöä koskevat erityissäännökset,Processuella särbestämmelser
Pääomien liikkumisvapaus,Fria kapitalrörelser
Asemakaavamääräykset,Detaljplanebestämmelser
Asian palauttaminen uudelleen käsiteltäväksi,Återförvisande av ärende för ny behandling
Tarkoitemääräys,Ändamålsbestämmelse
Kellarien määrä,Antalet källare
"
Vanhuuseläke",Ålderspension
Verokannan muuttuminen,Ändrad skattesats
Turvatekniikan keskus,Säkerhetsteknikcentralen
Käyttö varastokentän rakentamisessa,Användning i bygge av lagringsfält
Kotimaisuusvaatimus,Krav på inhemskt bolag
Perusteiden asianmukaisuus,Behöriga grunder
Kansalaiskirje,Medborgarbrev
Kiinteistön omistajan valtuutus,Befullmäktigande av fastighetsägaren
Taloudellinen etu,Ekonomisk fördel
Sairaalan ulkopuolisen lääkärin lausunto,Utlåtande av en annan läkare än sjukhusets
 Verotuksen kiertäminen,Kringgående av skatt
Lautakunta,Nämnd
Käräjäoikeus,Tingsrätt
Todistelukeinoja koskevat valitusperusteet,Besvärsgrunder som gäller bevismetoder
Tavaramerkin kuvaus,Framställning av varumärke
Varovaisuuden periaate,Försiktighetsprincipen
Työsopimussuhteisen toimen täyttäminen,Tillsättande av befattning i arbetsavtalsförhållande
Lääkärien vuokraustoiminta,Uthyrning av läkare
Autoverolle suoritettava arvonlisävero,Mervärdesskatt på bilskatt
Energiamarkkinaviraston vahvistuspäätös,Energimarknadsverkets beslut om fastställande
Sairaalan synnytystoiminta,Förlossningsverksamheten vid ett sjukhus
Osallistumishakemus,Anbudsansökan
Asemakaavan laatimistarve,Behovet av att utarbeta detaljplan
Avioliitto,Äktenskap
Harrastustoiminta,Amatörverksamhet
Kirkkoherra,Kyrkoherde
Järjestäytymätön,Icke fackföreningsansluten
Kiinteistön realisointi toimeentulotuen myöntämisen edellytyksenä,Realisering av fastighet såsom villkor för beviljande av utkomststöd
Vaalimainospaikka,Valreklamplats
Vuokraustoiminta,Uthyrningsverkamhet
Tutkimatta jättäminen,Avvisande av ärende
Henkilöllisyyden todentaminen,Verifiering av identitet
Asiallisuusvaatimus,Saklighetskrav
Yhdyskuntarakentaminen,Samhällsbyggande
Oikeus laskennallisen veron palautukseen toisen kuntayhtymän tuottamista palveluista,Rätt till återbäring av kalkylerad skatt på tjänster producerade av en annan samkommun
Korotettu hyvitysmaksu,Förhöjd gottgörelse
Käyttötarkoituksen muutos ennen tarkistuskauden alkamista,Ändring av användningsändamål före början av justeringsperioden
Rakennuslupaharkinta,Prövning av bygglovsansökan
Vaikutusten selvittäminen,Konsekvensutredning
Taide-esitys,Konstuppvisning
Vesistövaikutukset,Inverkan på vattendrag
Peräkkäiset sulautumiset,Successiva fusioner
Ryhmähyväksyntä ja saamelaisten itsemääräämisoikeus,Gruppidentifikation och samernas självbestämmanderätt
Virvoitusjuomavero,Punktskatt på läskedrycker
Lintudirektiivi,Fågeldirektivet
ETA-valtiosta saatu osinko,Dividend från EES-stat
Tilikauden tulos,Redovisningsperiodens resultat
Luonnolliset vähennykset,Naturligt avdrag
Konsernihyöty,Koncernfördel
Kansainvälinen suojelu,Internationellt skydd
Syyllistyminen pahoinpitelyyn,Person som gjort sig skyldig till misshandel
Kierrätys,Återvinning
Valitusoikeus suunnittelutarveratkaisusta,Rätt att överklaga ett planeringsbehovsavgörande
Luottamushenkilö,Förtroendevalda
Yhtiövastike,Bolagsvederlag
Sekaannusvaara,Förväxlingsrisk
Voitonjakamismenetelmä,Vinstfördelningsmetoden
Syntyhistoria,Uppkomst
Koulun lakkauttaminen,Indragning av skola
Vastuuperuste,Ansvarsgrund
Jäsenvaltioiden välinen liikenne,Trafik mellan medlemsstater
Turvakiellon edellytysten arviointi osoitetietojen pyytämisen yhteydessä,Bedömning av förutsättningarna för spärrmarkering vid begäran om adressuppgifter
Käytön perusteella saavutettu erottamiskyky,Särskiljningsförmåga på grund av användning
Kolmannen maan kansalainen,Tredjelands medborgare
Suunnittelutarveratkaisuun liitetty ehto,Till planeringsbehovsavgörande fogat villkor
Tahdosta riippumattomaan hoitoon määrääminen,Intagning för vård oberoende av patientens vilja
Hakemuksen määräaika,Tid inom vilken ansökan ska göras
Hallintosäännön muuttaminen,Ändring av förvaltningsstadga
Yhdenvertainen kohtelu,Jämbördigt bemötande
Yleinen tai yksityinen etu,Allmänt eller enskilt intresse
Myöhästyminen,Försening
Viittomakieli,Teckenspråk
Ympäristöluvan muuttaminen määräaikaiseksi,Ändring av miljötillstånd till att gälla viss tid
Yksin tullut alaikäinen,Ensamkommande barn
Yksinoikeusyhteisö,Sammanslutning med ensamrätt
Kiinteistön murto-osainen yhteisomistussuhde,Samägande av fastighet i kvotdelar
Unionin oikeuden rikkomisesta aiheutuneen vahingon korvaaminen,Skadestånd för brott mot unionsrätten
Vakuutettu,Försäkrad
Hankintamenettelyn lainmukaisuus,Ett upphandlingsförfarandes laglighet
Työterveyshuolto,Företagshälsovård
Elinkeinotulon verotus,Beskattning av inkomst av näringsinkomst
Poikkeamista koskeva asia,Ärende som gäller undantag
Verkkotoiminnan tuotto ja siirtopalvelusta perittävät maksut,Nätverksamhetens avkastning samt avgifter som ska tas ut för överföringstjänster
Asianosaisjulkisuus,Partsoffentlighet
Ether,Ether
Perusoikeusmyönteinen ja perustuslainmukainen laintulkinta,Grundrättighetsbejakande och grundlagsenlig tolkning
Puro,Bäck
Alueellisen ympäristökeskuksen toimivalta,En regional miljöcentrals behörighet
Korvaus aineettomasta vahingosta,Ersättning för immateriell skada
Selvitys yhtiöosuuden maksusta,Utredning om betalning av bolagsandel
Osakepääomasijoitus,Aktiekapitalplacering
Henkilökohtainen tiedoksianto,Personlig delgivning
Rakennuksen verotusarvo,Byggnads beskattningsvärde
Osakkeiden myynti,Försäljning av aktier
Yhteinen alue,Samfällt område
Lastensuojeluasia,Barnskyddsärende
Ympäristökeskuksen toimivalta,En miljöcentrals kompetens
Osakeomistuksen tuottama pysäköintioikeus,Med äganderätt till aktier förknippad parkeringsrättighet
Tieteellisestä työstä johtuneet menot,Utgifter för vetenskapligt arbete
Myyntilupa,Försäljningstillstånd
Kosteikkoallas,Anlagd våtmark
Verotusarvon enimmäismäärä,Maximalt beskattningsvärde
Ulkomailla saadun koulutuksen hyväksi lukeminen,Tillgodoräknande av utländsk utbildning
Oma käyttö,Eget bruk
Pysäköintipaikan hallintaoikeus hallinnanjakosopimuksen nojalla,Besittningsrätt till parkeringsplats enligt avtal om fördelning av sådan rätt
Väestötietojärjestelmään merkitty henkilöllisyys,I befolkningsdatasystemet antecknad identitet
Edullisemman lain periaate,Principen om tillämpning av den fördelaktigare lagen
Sianruhon halkaiseminen,Klyvning av slaktkropp
Kotikunnan valinta,Val av hemkommun
Vapaaehtoinen tilusvaihto,Frivilligt ägobyte
Vähennyksen oikaisu,Rättelse av avdrag
Rakennussuojelu,Byggnadsskydd
Liitännäiset liiketoimet,Bitransaktioner
Pakolaisaseman peruuttaminen,Återkallande av flyktingstatus
Suorahankinnan edellytykset,När kan direktupphandling ske
Hyöty- ja uudelleenkäyttö,Återvinning och återanvändning
Sairausvakuutusmaksu,Sjukförsäkringspremie
Yleispalvelun piirin kuulumaton postipalvelu,Posttjänster som ligger utanför de samhällsomfattande tjänsternas räckvidd
Luovutusvoittoverotus,Beskattning av överlåtelsevinst
Lääkevalmisteen korvattavuus,Ersättningsgillt läkemedel
Osakkeiden luovutus osakeyhtiöön,Överlåtelse av aktier till aktiebolag
Varovaisuus- ja huolellisuusperiaate,Försiktighets- och aktsamhetsprincipen
Hankintamenettelystä pois sulkeminen,Uteslutning ur upphandlingsförfarande
Tasapuolisuus,Jämlikt bemötande
Vanhentumislain soveltamisala,Tillämpning av lagen om preskription av skulder
Toimenpiteet terveydellisten epäkohtien poistamiseksi,Åtgärder för att avhjälpa sanitära olägenheter
Kalatalousmaksu,Fiskerihushållningsavgift
Tulli,Tull
Yksilöllinen inhimillinen syy,Individuella mänskliga orsaker
Maanvuokrasopimuksen uusiminen,Förnyande av arrendekontrakt
Luotto- ja maksuaikakortti,Kredit- och betaltidskort
Autokauppa,Bilhandel
Yhteysviranomainen,Kontaktmyndighet
Puitedirektiivi 2002/21/EY,Ramdirektivet 2002/21/EG
Poikkeukset myynnin verollisuudesta,Undantag för skatt på försäljning
Kunnanhallituksen toimivalta,Kommunstyrelsens behörighet
Soranotto,Grustag
Opettajan todistus,Intyg av lärare
Ympäristöluvan varainen toiminta,Tillståndspliktig verksamhet
Jätteen käsittely ja hyödyntäminen,Behandling och återvinning av avfall
Noro,Rännil
Työtapaturman johdosta suoritettava kertakaikkinen haittakorvaus,Menersättning för olycksfall i arbetet  utbetald som engångsbelopp
Jääeroosio,Iserosion
Kokonaisharkinta,Helhetsbedömning
Sisäisen paon kohtuullisuus,Rimligt internt flyktalternativ
Yhdistyksen kotipaikka,Förenings hemort
Kaksoiskansalaisuus,Dubbelt medborgarskap
Rekisteröinnin epääminen,Vägran att registrera
Voittolisä,Vinstpåslag
Kustannusten korvaaminen,Ersättning för kostnader
Saunarakennus,Bastubyggnad
Oikeutettu odotus,Berättigad förväntning
Selvityksen arviointi,Bedömning av utredning
Sopimukseen rinnastettava pitkäaikainen ja vakiintunut käytäntö,Långvarig och stadgad sedvänja som kan jämställas med avtal
Levityssuunnitelma,Spridningsplan
Toisessa verosopimusvaltiossa syntyneen kiinteistön myyntitappion vähentäminen,Avdrag av förlust som har uppkommit vid fastighetsförsäljning i ett annat skatteavtalsland
Taksinkuljettaja,Taxichaufför
Toiminimen tili,Firmaföretagares konto
Natura 2000 -alue,Natura 2000-område
Jäännösvoittolisämenetelmä,Restvärdemetoden
Tietopyynnön lainmukaisuus,Begäran om uppgifter och dess lagenlighet
Valtuuston päätös siirtymisestä sopimusperusteiseen jätteenkuljetukseen,Fullmäktiges beslut om övergång till avfallstransport enligt avtal
Yhteydenpidon rajoittaminen,Begränsning av ett barns kontakter
Yleiseen järjestykseen ja turvallisuuteen perustuva syy,Skäl som hänför sig till allmän ordning och säkerhet
Ajokorttilupa,Körkortstillstånd
Tavaran yhteisöhankinta,Gemenskapsinternt varuförvärv
Kansalliset menettelysäännökset,Nationella regler om förfarande
Maahantulosäännösten kiertäminen,Kringgående av bestämmelserna om inresa
Tietojen luovuttaminen,Utlämning av uppgifter
Hoidon jatkaminen,Fortsatt vård
Vaatimus virheellisten merkintöjen poistamisesta,Yrkande om utplåning av felaktiga anteckningar
Julkisuuslain soveltaminen,Tillämpning av offentlighetslagen
Perusoikeusmyönteinen tulkinta,Grundrättighetsbejakande tolkning
Vastuunmäärittämisasetus,Ansvarsbestämningsförordningen
Testamentti,Testamente
Toiminnan lopettaminen,Avslutande av verksamhet
Jätteen verollisuus,Skattepliktigt avfall
Työtuomioistuimen toimivalta,Arbetsdomstolens behörighet
Valitusperusteen tutkiminen,Prövning av besvärsgrund
Suvun koston uhka,Hot att släkten hämnas
Vertailukelpoisten tulosten muodostama vaihteluväli,Variationsintervall som bildas av jämförbara resultat
Oikeus kirjailijan teoksiin,Rätten till en författares verk
Lastensuojelukustannusten korvaaminen,Ersättning av barnskyddskostnader
Henkilön taloudellinen asema,Persons ekonomiska ställning
Toiminnallinen ja hallinnollinen yhteys,Funktionella och administrativa band mellan bolag
Määräys pilaantumisen ehkäisemiseksi,Föreskrift i syfte att hindra förorening
Virkasalaisuus,Tjänstehemlighet
Sijoitusrahasto,Placeringsfond
Henkilöllisyys,Identitet
Unionin tuomioistuimen antama ennakkoratkaisu,Förhandsavgörande av unionens domstol
Ulkomailla asuva yhtiö,Bolag med hemvist i utlandet
Tulon veronalaisuus ja menon vähennyskelpoisuus,Skattepliktig inkomst och avdragsgill utgift
Tulonhankkimismeno,Utgifter för inkomstens förvärvande
10 vuoden aika,Tioårstid
Myynnin oikaisuerä,Rättelseposter till försäljning
Turvallisuus- ja kemikaalivirasto (Tukes),Säkerhets- och kemikalieverket (Tukes)
Vaikutusten selvittäminen,Utredning av verkningar
Suojelupoliisin turvapaikkahakemuksesta antaman lausunnon perusteluosio ja taustamateriaali,Motiveringsdelen och bakgrundsmaterialet till skyddspolisens utlåtande om asylansökan
Olemassa oleva asuinrakennus,Befintligt bostadshus
SL-alue,SL-område
Laki viranomaisten suunnitelmien ja ohjelmien ympäristövaikutusten arvioinnista,Lagen om bedömning av miljökonsekvenserna av myndigheternas planer och program
Asemakaavan ajanmukaisuus,Detaljplanens aktualitet
 Ohje,Anvisning
Liittymän poistaminen,Avlägsnande av anslutning
Ruotsissa asuvan äänettömän yhtiömiehen verotus,Beskattning av tyst bolagsman som är bosatt i Sverige
 Vakinainen asuminen,Fast bosättning
Valmisyhtiön ostaminen,Köp av paketbolag
Vammaisen pysäköintilupa,Parkeringstillstånd för personer med funktionsnedsättning
Ennakonpidätys,Förskottsuppbörd
Yleissana,Allmänt ord
Kaasuputki,Naturgasledning
Rakennusasia,Byggärende
Yksityinen asiakirja,Enskild handling
Meluselvitykset,Bullerutredningar
Tuotto,Avkastning
Jälkitarkastusmenettely,Efterkontroll
Direktiivi,Direktiv
Koulu- ja päiväkotikuvaukset,Skol- och daghemsfotografering
Kaivostoiminta,Gruvdrift
Ennakonpidätysvelvollisuus,Skyldighet att verkställa förskottsuppbörd
Valitusoikeus,Besvärsrätt
Laajakaistapalvelu,Bredbandstjänster
Poikkeamisvalta,Rätt att bevilja undantag
Lahjavero,Gåvoskatt
Kirkkoherran vaali,Kyrkoherdeval
Viranomaisen henkilörekisteri,En myndighets personregister
Päätöksen valituskelpoisuus,Överklagbart beslut
Suomesta saatu tulo,Inkomst som förvärvats i Finland
Poikkeamisen tarve,Behov av undantag
Esiopetusoppilaasta johtuvat syyt,Orsaker som beror på elev i förskoleundervisning
Aurinkosähkö,Solel
Pysyvät vastaavat,Bestående aktiva
Uhkasakon asettaminen,Föreläggande av vite
Akkulaturi,Batteriladdare
Säännösten vastainen maahantuonti,Import i strid med bestämmelserna
Ahvenanmaan maakuntahallitus,Ålands landskapsstyrelse
Jätteiden rinnakkaispolttolaitos,Samförbränningsanläggning
Tuulivoimapuisto,Vindkraftspark
Ennakonkanto,Förskottsbetalning
Ympäristöministeriö,Miljöministeriet
Haastattelumuistiinpanot,Anteckningar från personalintervjuer
Maksutapaan liittyvä lisämaksu,Tilläggsavgift för använt betalningssätt
Tavaramerkkisuojan kohde,Föremålet för varumärkesskydd
Luottamus poliisille kuuluvien tehtävien asianmukaiseen hoitamiseen,Tilltron till att polisens uppgifter sköts på behörigt sätt
Vastaanottopalvelut,Mottagningstjänster
Valitusaika,Besvärstid
Tie,Väg
Soran- ja hiekanotto,Grus- och sandtäkt
Listavaali,Val där man röstar på listor
Lääkevalmiste,Läkemedel
Lupamääräykset pilaantumisen ehkäisemiseksi,Tillståndsvillkor om hindrande av förorening
Uusi rajoitus,Ny begränsning
Voimaantulo,Ikraftträdande
Kollaboraatio,Samarbetsplattform
Avustustoiminta,Understödsverksamhet
Sijoitusrahaston hallinnointi,Förvaltning av investeringsfond (placeringsfond)
Täysi ylläpito,Fullt uppehälle
Elinkeinotoiminta,Näringsverksamhet
Tuomion vaikutusten ajallinen rajaaminen,Begränsning av en doms verkningar i tiden
Pakolaisuus,Flykting
Perheyhtiö,Familjebolag
Rekisterinpitäjä,Personuppgiftsansvarig
Asekeräilijä,Vapensamlare
Maastapoistaminen,Avlägsnande ur landet
Elinympäristön heikentämiskielto,Förbud mot försämring av livsmiljön
Progressiehtoinen vapautusmenetelmä,Undantagandemetod med progressionsförbehåll
Hallinto-oikeuden esittelijä,Föredragande i förvaltningsdomstolen
Hirvieläinten pyyntilupa,Jaktlicens för hjortdjur
Rakennuskokonaisuus,Byggnadshelhet
Veronalainen ansiotulo,Skattepliktig inkomst
Heikentämiskielto,Förbud mot att försämra
Harkinnanvarainen viranomaistoiminta,Myndighetsverksamhet där myndigheten har prövningsrätt
Epäluottamus,Misstroende
Uusi turvapaikkaperuste,Ny skyddsgrund
Kunnallisen lautakunnan puheenjohtajan esteellisyys,Jäv för ordförande i en kommunal nämnd
Tosiasiallinen hallintotoimi,Faktisk förvaltningsåtgärd
Jakeluverkko,Distributionsnät
Yhteislupa,Samlicens
Käyttötarkoituksen yksilöinti,Individualisering av användningsändamål
Sopimus sosiaali- ja terveyspalvelujen tuottamisesta kunnalle,Avtal om att producera social- och hälsovårdstjänster för en kommun
Yleinen kulkuväylä,Allmän farled
Verotili,Skattekonto
Osa asiakirjaa,Del av handling
Pohjavesialueen hydrogeologiset olosuhteet,Grundvattnets hydrogeologiska förhållanden
Ulkomaalaiselta avustajalta puuttuva oleskelulupa,Utländsk assistent utan uppehållstillstånd
Hallintopäätöksen tehnyt viranomainen,Den myndighet som har fattat förvaltningsbeslutet
Virka-asetta vastaava ase,Vapen som motsvarar tjänstevapen
Olemassa oleva laitos,Existerande anläggning
Asian selvittäminen,Undersökning av ärende
Toiminnan harjoittajan vastuu,Verksamhetsidkares ansvar
Kääntyminen islamista,Omvändelse från islam
Tiedoksianto kaupungille,Delgivning med staden
Aita,Plank
Siirtymäsäännökset,Övergångsbestämmelser
Kohderyhmämarkkinointi,Marknadsföring till särskild målgrupp
Koneellinen kullankaivu,Maskinell guldgrävning
Vakuutusyhtiö,Försäkringsbolag
Rauhoituspiiri,Fredningsområde
Ennakonpidätysvelvollisuus,Skyldighet att verkställa förskottsinnehållning
Maakuntalakia lähinnä vastaava valtakunnan laki,Närmast motsvarande rikslag
Rakennuskielto yleiskaavan laatimista varten,Byggförbud för uppgörande av generalplan
Kuljettamista tai saattamista varten myönnettävä riittävä avustus,Beviljande av tillräckligt bidrag för transport eller ledsagande
Pääomasijoitus,Kapitalplacering
